customer_id,tension,tariff,power,department,section,segment,zone
44574,BT 230 V,TRS,2200,1,10,58,2
44575,BT 230 V,TRS,3300,18,14,101,600
44576,BT 230 V,TRS,3300,3,5,10,16
44577,BT 230 V,TRS,5500,6,12,3,2
44578,BT 230 V,TRS,5500,5,1,207,3
44579,BT 230 V,TGS,4400,18,10,116,600
44580,BT 230 V,TRD,20000,12,10,2,5
44581,BT 230 V,TRS,2200,1,17,141,603
44583,BT 230 V,TRS,2200,1,22,134,5
44584,BT 230 V,TCB,3700,10,6,204,42
44585,BT 230 V,TRS,2200,1,22,105,10
44586,BT 230 V,TRS,3700,1,12,206,7
44588,BT 230 V,TRS,3700,16,6,311,800
44589,BT 230 V,TGS,7600,18,1,122,800
44590,MT 15 KV,UTE-FRON,2200,5,5,2,2
44591,BT 230 V,TRS,4400,1,11,99,8
44594,BT 230 V,TRS,5000,1,10,47,4
44596,BT 230 V,TRS,5500,1,10,58,3
44597,BT 230 V,TRS,2200,5,1,107,16
44598,BT 230 V,AMC,8500,3,27,21,5
44599,BT 230 V,TRS,4600,3,4,23,11
44600,BT 230 V,TRS,2300,1,17,141,6
44601,BT 230 V,TRS,2200,1,22,105,10
44602,BT 230 V,TRS,2200,1,9,41,1
44603,BT 230 V,TRS,14500,12,9,104,5
44604,BT 230 V,TCB,3700,17,1,32,604
44606,BT 230 V,TCB,2200,18,10,113,2
44607,BT 230 V,TGS,6000,18,9,201,37
44608,BT 230 V,TRS,4600,3,5,8,5
44609,BT 230 V,TRS,3700,3,4,23,12
44610,BT 230 V,TGS,5700,3,5,4,12
44611,BT 230 V,TRS,6600,3,4,1,4
44612,BT 230 V,TRS,2200,1,15,107,10
44613,BT 230 V,TRS,2200,3,4,5,2
44614,BT 230 V,TRS,3300,13,1,102,10
44615,BT 230 V,TRS,4400,2,1,26,3
44616,BT 230 V,TRS,2300,5,1,14,30
44617,BT 230 V,TRS,2200,13,1,21,20
44621,BT 230 V,TGS,4400,1,21,146,59
44623,BT 230 V,TRS,2200,17,1,16,5
44628,BT 230 V,TRS,4600,3,37,529,88
44629,BT 230 V,TRS,6600,1,10,62,10
44630,BT 230 V,TRS,2200,15,2,8,4
44631,BT 230 V,TRS,4600,5,1,1,19
44632,BT 230 V,TRS,2200,3,37,126,58
44633,BT 230 V,TRS,3700,18,1,16,4
44634,BT 230 V,TRS,3700,3,5,3,601
44635,BT 230 V,TGS,7000,1,22,16,5
44637,BT 230 V,TRS,7400,1,10,64,12
44639,BT 230 V,TRS,3300,10,1,340,44
44640,BT 230 V,TRS,9900,14,10,106,804
44641,BT 230 V,TRS,2200,6,1,4,2
44642,BT 230 V,TRS,2200,18,1,11,11
44644,BT 230 V,TCB,3700,6,5,103,3
44646,BT 230 V,TRS,7400,1,10,8,2
44651,BT 230 V,TRS,2200,3,5,5,1
44652,BT 230 V,TRS,6600,1,10,64,10
44654,BT 230 V,TRS,4400,3,4,15,2
44655,BT 230 V,TRS,7600,6,11,2,800
44656,BT 230 V,TRD,11000,11,11,204,2
44657,BT 230 V,TRS,2200,1,99,204,17
44658,BT 230 V,TCB,3700,16,6,303,240
44659,BT 230 V,TRS,8000,5,1,409,800
44661,BT 230 V,TRS,2200,1,17,1,8
44663,BT 230 V,TRD,10000,5,5,5,2
44664,BT 230 V,TRS,4400,16,6,211,24
44667,BT 230 V,TRS,2200,16,6,110,602
44668,BT 230 V,TRS,2200,1,99,50,4
44669,BT 230 V,TGS,20000,14,4,107,13
44671,BT 230 V,TRS,3700,18,1,121,800
44673,BT 230 V,TRS,2200,2,7,105,2
44674,BT 230 V,TRS,2200,18,14,102,802
44676,MT 15 KV,UTE-FRON,2200,16,4,3,1
44677,BT 230 V,TCBT,2200,14,5,109,600
44678,BT 230 V,TRS,19000,10,1,232,6
44680,BT 230 V,TRS,4600,3,5,11,9
44681,BT 230 V,TRS,2200,19,1,8,9
44683,BT 230 V,TRD,6600,17,1,7,2
44684,BT 230 V,TRS,4400,6,11,2,800
44685,BT 230 V,TRS,2200,1,10,58,14
44686,BT 230 V,TRS,2300,1,10,57,9
44687,BT 230 V,TRS,4400,5,13,5,3
44689,BT 230 V,TCB,3700,1,11,236,9
44690,BT 230 V,TRS,2200,1,22,12,600
44691,BT 230 V,TCB,2200,3,10,12,1
44692,BT 230 V,TRS,3300,15,8,101,51
44693,BT 230 V,TRS,2200,18,2,103,5
44694,BT 230 V,TRS,3300,15,8,105,606
44695,BT 230 V,TRS,2200,1,17,118,4
44696,BT 230 V,TRS,3300,1,10,57,9
44698,BT 230 V,TGS,4400,16,4,3,1
44699,BT 230 V,TRS,4400,1,24,212,5
44700,BT 230 V,TRS,4400,3,37,135,23
44701,BT 230 V,TRS,3300,1,13,28,8
44702,BT 230 V,TRS,5500,10,3,103,40
44707,BT 230 V,TRS,5500,3,10,9,1
44709,BT 230 V,TRS,4400,12,2,304,600
44710,BT 230 V,TRS,2200,10,1,433,11
44711,BT 230 V,TRS,4600,1,19,8,2
44712,BT 230 V,TCB,3700,5,1,14,56
44714,BT 230 V,TGS,25000,19,3,107,600
44715,BT 230 V,TRS,5000,1,10,58,7
44716,BT 230 V,TRS,2300,1,21,48,801
44719,BT 230 V,TRS,4400,8,10,5,2
44720,BT 230 V,TRS,2300,3,37,225,61
44723,BT 230 V,TRS,3700,1,99,53,601
44724,BT 230 V,TRS,7400,10,1,68,36
44726,BT 230 V,TRS,2200,13,9,207,29
44727,BT 230 V,TRS,3300,1,24,116,10
44728,BT 230 V,TRS,11000,19,3,107,602
44730,BT 230 V,TGS,2200,17,1,35,6
44732,BT 230 V,TRS,2300,16,2,5,21
44734,BT 230 V,AMC,7400,3,4,7,12
44735,BT 230 V,TRS,4400,9,8,7,4
44736,BT 230 V,TRS,3300,2,7,2,21
44737,BT 230 V,TRS,6600,1,10,41,14
44740,BT 230 V,TRS,3700,1,24,122,4
44741,BT 230 V,TRS,7400,1,14,220,600
44742,BT 230 V,TRS,2200,14,4,308,10
44744,BT 230 V,TRS,2500,1,10,45,8
44745,BT 230 V,TRS,2200,3,4,243,26
44746,BT 230 V,TRS,2200,1,17,222,17
44747,BT 230 V,TRS,5000,1,10,59,10
44748,BT 230 V,TRS,4400,1,10,130,8
44750,BT 230 V,TRS,4400,10,1,240,12
44751,BT 230 V,TCB,3700,7,1,17,15
44752,BT 230 V,TRS,2200,3,27,96,1
44754,BT 230 V,TRS,5500,1,10,61,16
44755,BT 230 V,TRS,2200,1,19,202,8
44756,BT 230 V,TRS,2300,18,10,14,610
44757,BT 230 V,TRS,7400,3,17,282,6
44759,BT 230 V,TRS,2200,16,6,110,2
44760,BT 230 V,TCB,3700,1,22,17,4
44761,BT 230 V,TRS,5500,8,5,7,2
44762,BT 230 V,TRS,7400,1,24,125,2
44764,BT 230 V,TRS,2200,5,3,113,601
44765,BT 230 V,TRS,2300,18,10,3,1
44768,BT 230 V,TRS,25000,19,3,107,600
44769,BT 230 V,TRS,4400,1,10,58,8
44771,BT 230 V,TRS,5500,15,2,240,25
44773,BT 230 V,TRS,4400,3,8,118,803
44774,BT 230 V,TRS,2200,17,1,32,603
44776,BT 230 V,TRS,7400,5,1,113,604
44778,BT 230 V,TRS,2200,1,8,111,700
44779,BT 230 V,TRS,2200,15,1,40,601
44780,BT 230 V,TRS,4400,1,22,234,7
44781,BT 230 V,TRS,6600,1,20,222,16
44783,BT 230 V,TRS,3300,5,1,111,600
44785,BT 230 V,APD,32800,15,2,9,6
44786,BT 230 V,TRS,2200,4,3,306,701
44787,BT 230 V,TRS,3700,3,6,26,3
44790,BT 230 V,TRS,4800,1,10,58,12
44791,BT 230 V,TRS,3300,1,17,139,1
44792,BT 230 V,TGS,6600,1,9,60,5
44795,BT 230 V,TRS,2200,1,17,240,609
44796,BT 230 V,TRS,4600,10,1,229,22
44797,BT 230 V,TRS,3300,14,4,211,807
44798,BT 230 V,TRS,4400,3,37,135,21
44800,BT 230 V,TRS,3700,16,6,113,10
44802,BT 230 V,TRS,2300,1,10,111,3
44803,BT 230 V,TRS,3300,16,3,4,3
44804,BT 230 V,AMC,30000,18,1,11,1
44806,BT 230 V,TCB,3700,1,17,239,11
44807,BT 230 V,TRS,2200,3,37,232,32
44809,BT 230 V,TRS,4600,16,2,5,3
44810,BT 230 V,TRS,3300,3,10,105,600
44811,BT 230 V,TRD,7400,17,5,103,817
44812,BT 230 V,TRS,6600,17,1,25,14
44813,BT 230 V,TRS,4400,1,10,57,7
44814,BT 230 V,TCB,3700,3,11,10,1
44815,BT 230 V,TRS,2200,3,4,342,38
44817,BT 230 V,TRS,3700,3,37,238,33
44818,BT 230 V,TCB,2300,16,6,110,601
44819,BT 230 V,TRS,4400,1,10,130,13
44820,BT 230 V,TRS,2200,3,27,95,12
44821,BT 230 V,TCB,3700,1,12,2,7
44822,BT 230 V,TGS,2200,3,4,22,11
44823,BT 230 V,TRS,2200,3,3,111,600
44826,BT 230 V,TGS,7600,16,6,111,19
44828,BT 230 V,TRS,7400,1,10,168,32
44829,BT 230 V,TRS,12000,16,6,111,6
44830,BT 230 V,TRS,3200,16,1,10,5
44831,BT 230 V,TRS,3300,10,1,14,12
44832,BT 230 V,TRS,2200,1,12,119,2
44836,BT 230 V,TRS,4400,3,5,11,7
44840,BT 230 V,TRS,4400,1,10,232,12
44841,BT 230 V,TRS,2200,1,22,218,11
44842,BT 230 V,TRS,2200,1,12,10,6
44843,BT 230 V,TRS,4400,1,10,12,7
44844,BT 230 V,TRS,2200,3,8,38,4
44846,BT 230 V,TCB,2300,5,1,4,28
44848,BT 230 V,TRS,2200,1,13,21,11
44849,BT 230 V,TRS,4400,3,3,4,13
44850,BT 230 V,TRS,2200,10,1,38,15
44851,BT 230 V,TRD,7400,1,24,216,18
44852,BT 230 V,TRS,2500,1,12,220,18
44853,BT 230 V,TRS,2200,5,1,14,6
44854,BT 230 V,TRS,4600,1,7,10,6
44855,BT 230 V,TGS,10000,8,1,1,4
44856,BT 230 V,TRS,2200,1,13,21,7
44857,BT 230 V,TRS,6600,1,10,110,1
44859,BT 230 V,TGS,4600,3,1,10,12
44860,BT 230 V,TGS,2200,1,12,136,1
44863,BT 230 V,TRS,2200,3,1,201,40
44864,BT 400 V,TRD,20000,1,24,208,6
44865,BT 230 V,TRS,5500,13,3,4,9
44867,BT 230 V,TRS,4600,4,3,410,600
44868,BT 230 V,TRS,4400,1,11,109,8
44869,BT 230 V,TRS,2200,1,11,69,609
44870,BT 230 V,TRS,4400,1,18,315,600
44871,BT 230 V,TRD,3700,3,16,18,8
44872,BT 230 V,TRS,6600,3,4,8,5
44873,BT 230 V,TCB,2300,13,8,5,6
44874,BT 230 V,TGS,6600,16,1,22,3
44875,BT 230 V,TRS,4600,1,9,38,7
44876,BT 230 V,TRS,7400,3,3,107,1
44877,BT 230 V,TRS,2300,7,1,9,12
44880,BT 230 V,TCB,3700,3,10,4,13
44881,BT 230 V,TRS,6600,3,6,124,802
44882,BT 230 V,AMC,10000,16,6,113,601
44884,BT 230 V,TRS,2200,3,4,138,34
44887,BT 230 V,TRS,4600,1,99,204,44
44888,BT 230 V,TGS,7600,1,11,82,1
44889,BT 230 V,TRS,2200,17,1,18,3
44891,BT 230 V,TRS,3700,1,22,120,9
44892,BT 230 V,TRS,6600,3,5,1,800
44894,BT 230 V,TGS,3000,1,18,206,8
44895,BT 230 V,TCB,3700,16,6,118,51
44896,BT 230 V,TRS,7600,1,10,59,10
44898,BT 230 V,TRS,7400,1,10,65,5
44901,BT 230 V,TRS,3300,5,1,14,45
44902,BT 230 V,TRS,5500,1,10,59,6
44904,BT 230 V,TRS,2200,15,1,2,8
44905,BT 230 V,TRS,2200,18,1,8,6
44909,BT 230 V,TRS,4400,10,1,21,10
44911,BT 230 V,TRS,2200,1,12,219,13
44912,BT 230 V,TRS,4600,1,22,7,1
44913,BT 230 V,TRS,2200,16,1,31,7
44914,BT 230 V,TRS,6000,18,10,14,20
44916,BT 230 V,TRS,2200,1,22,220,6
44917,BT 230 V,TRS,2200,1,15,114,3
44918,BT 230 V,TRS,2200,10,1,343,600
44919,BT 230 V,TRS,2200,16,6,211,22
44920,BT 230 V,AMC,6600,5,8,306,7
44921,BT 230 V,TRS,2200,1,24,125,10
44922,BT 230 V,TRS,2300,6,1,16,801
44923,BT 230 V,TRS,6600,3,17,77,800
44925,BT 230 V,AMC,3800,10,1,66,8
44927,BT 230 V,TRS,2300,15,1,139,4
44928,BT 230 V,TRS,2200,10,1,76,27
44930,BT 230 V,TRS,2300,1,17,141,601
44932,BT 230 V,TCB,3700,1,10,12,10
44933,BT 230 V,TRS,2200,15,1,14,1
44934,BT 230 V,TRS,2200,1,9,59,2
44939,BT 230 V,TRS,2200,1,11,109,7
44940,BT 230 V,TRD,4600,5,1,1,13
44941,BT 230 V,TRS,2200,5,3,2,6
44943,BT 230 V,TRS,2200,10,3,30,717
44945,BT 230 V,TRS,4400,16,1,13,13
44946,BT 230 V,TRS,3300,5,4,12,6
44949,BT 230 V,TCB,3700,1,10,102,1
44950,BT 230 V,TRS,7400,1,22,234,8
44953,BT 230 V,TGS,4600,16,1,22,4
44954,BT 230 V,TRS,2200,2,7,305,61
44955,BT 230 V,TRS,3700,1,11,92,206
44957,BT 230 V,TRS,5500,15,9,4,1
44958,BT 230 V,TRS,5500,13,3,9,7
44962,BT 230 V,TCB,3700,6,1,16,3
44964,BT 230 V,TCB,3700,6,12,202,14
44965,BT 230 V,TCB,2200,10,2,206,5
44968,BT 230 V,TCB,3700,1,24,216,19
44969,BT 230 V,TRS,2200,1,24,124,17
44970,BT 230 V,TRS,2200,1,17,32,7
44972,BT 230 V,TGS,7600,8,1,29,603
44973,BT 230 V,TCB,3700,15,10,102,5
44974,BT 230 V,TCB,3700,3,5,5,5
44977,BT 230 V,TRS,2200,1,24,217,4
44978,BT 230 V,TRS,2200,1,10,60,2
44979,BT 230 V,TRS,2200,13,8,1,15
44980,BT 230 V,TRS,5500,1,18,117,2
44982,BT 230 V,TRS,2200,9,1,117,15
44984,BT 230 V,TRS,2200,1,17,134,7
44985,BT 230 V,TRS,2200,1,11,196,800
44986,BT 230 V,TCB,2200,3,5,6,3
44987,BT 230 V,TRS,2200,13,3,203,86
44988,BT 230 V,TRS,2200,16,2,5,17
44992,BT 230 V,TRS,2200,1,9,12,800
44993,BT 230 V,TRS,3300,15,3,204,801
44994,BT 230 V,TRS,3700,2,3,203,605
44995,BT 230 V,TRS,2200,16,6,111,6
44996,BT 230 V,TRS,4600,5,1,106,9
44997,BT 230 V,TGS,3300,12,1,13,601
44998,BT 230 V,TRD,3700,3,17,147,10
44999,BT 230 V,TRS,2200,16,6,311,63
45000,BT 400 V,TRS,20000,10,1,68,20
45003,BT 230 V,TRS,2200,1,17,17,7
45004,BT 230 V,TCB,3700,18,10,4,1
45005,BT 230 V,TRS,3300,10,3,30,619
45006,BT 230 V,TRS,20000,10,1,16,6
45007,BT 230 V,TRS,2200,6,1,126,604
45009,BT 230 V,TRS,2200,4,1,230,815
45010,BT 230 V,TRS,2200,16,6,115,604
45011,BT 230 V,TRS,3700,1,21,246,603
45015,BT 230 V,TRS,2200,3,27,312,801
45016,BT 230 V,TRS,3700,18,10,14,20
45019,BT 400 V,AMC,6600,10,1,333,66
45021,BT 230 V,TRS,2200,3,17,169,30
45022,BT 230 V,TRS,2200,1,17,119,5
45023,BT 230 V,TRS,6600,1,17,35,10
45024,BT 230 V,TRS,3300,10,3,12,10
45025,BT 230 V,TGS,10000,9,1,27,808
45026,BT 230 V,TRS,3300,3,17,271,7
45027,BT 230 V,TRS,2200,18,1,16,2
45028,BT 230 V,TRS,2200,3,27,95,7
45029,BT 230 V,TRS,2200,1,10,133,12
45030,BT 230 V,TRS,3300,16,2,307,4
45031,BT 230 V,TRS,3300,10,1,14,7
45032,BT 230 V,TRS,2200,10,3,30,613
45034,BT 230 V,TRS,3300,10,1,151,16
45035,BT 230 V,TRS,2200,1,22,118,2
45037,BT 230 V,TCBD,2200,4,1,432,32
45039,BT 230 V,TRD,6600,5,8,306,64
45040,BT 230 V,TRS,2200,1,24,218,821
45041,BT 230 V,TRS,10000,2,4,3,1
45042,BT 230 V,TRS,2200,13,4,102,5
45043,BT 230 V,TCBT,3700,12,4,1,7
45044,BT 230 V,TRS,2200,3,14,8,2
45045,BT 230 V,TRS,3300,3,37,593,802
45046,BT 230 V,TRS,5500,6,1,14,13
45047,BT 230 V,TRS,2200,16,1,2,5
45048,BT 400 V,TGS,15000,5,1,4,3
45049,BT 230 V,TRS,2200,4,7,8,2
45050,BT 230 V,TRS,2200,16,6,111,8
45052,BT 230 V,TCB,2200,3,4,32,1
45054,BT 230 V,TCB,2200,3,27,81,800
45055,BT 230 V,TRS,4200,1,10,58,9
45058,BT 230 V,TRS,2200,1,10,132,3
45061,BT 230 V,TCB,3700,1,11,186,5
45062,BT 230 V,TRS,2200,4,1,129,831
45063,BT 230 V,TCB,2200,12,2,301,13
45064,BT 230 V,TGS,9500,3,5,3,6
45067,BT 230 V,TRS,4400,5,6,111,801
45070,BT 230 V,TRS,2200,10,1,78,26
45071,BT 230 V,TRS,3300,10,3,12,800
45074,BT 230 V,TRS,4600,5,1,14,10
45075,BT 230 V,TRS,2200,19,6,3,4
45076,BT 230 V,TRS,2200,19,1,120,17
45077,BT 230 V,TRS,2200,3,4,24,807
45078,BT 230 V,TCB,3700,19,1,22,1
45079,BT 230 V,TCB,3700,6,9,6,12
45080,BT 230 V,TRS,2200,1,12,104,9
45081,BT 230 V,TRS,2300,1,22,119,4
45082,BT 230 V,TRS,4400,10,1,317,607
45083,BT 230 V,TRS,2200,15,6,1,601
45084,BT 230 V,TRS,3700,7,4,4,7
45085,BT 230 V,TRS,2200,3,4,246,8
45086,BT 230 V,TRS,6600,1,14,24,6
45089,BT 230 V,TRS,2200,16,6,317,33
45092,BT 230 V,TRS,4400,5,2,4,1
45093,BT 230 V,TRS,8800,18,1,11,12
45095,BT 230 V,TRS,2200,15,7,102,600
45096,BT 230 V,TCB,3700,18,1,20,2
45098,BT 230 V,TCB,3700,3,27,81,3
45099,BT 230 V,TRS,2200,18,14,101,1
45100,BT 230 V,TRS,2200,1,23,212,13
45101,BT 230 V,TGS,7400,16,6,110,37
45104,BT 230 V,TRS,2200,1,17,230,1
45105,BT 230 V,TRS,2200,18,6,504,800
45107,BT 230 V,TRS,3300,1,11,79,10
45108,BT 230 V,TRS,4400,9,10,8,2
45109,BT 230 V,TGS,5500,1,18,319,10
45111,BT 230 V,TRS,4400,12,4,1,3
45113,BT 230 V,TRS,2200,16,6,111,5
45114,BT 230 V,TRS,5500,17,1,5,12
45115,BT 230 V,TRS,6600,16,6,210,19
45116,BT 230 V,TRS,3700,3,4,22,208
45117,BT 230 V,TRS,3700,10,1,139,58
45118,BT 230 V,TGS,7600,1,99,104,600
45123,BT 230 V,TRS,6600,3,37,234,51
45125,BT 230 V,TRS,4400,3,37,593,801
45127,BT 230 V,TCB,2300,1,22,134,9
45128,BT 230 V,TRS,4600,11,4,201,606
45129,BT 230 V,TRS,2200,3,4,32,13
45131,BT 230 V,TRS,3700,18,1,23,801
45134,BT 230 V,TRS,2200,2,1,228,56
45135,BT 230 V,TRS,2200,1,18,218,2
45137,BT 230 V,TRS,2200,1,10,316,16
45141,BT 230 V,TRD,7400,1,21,40,7
45144,BT 230 V,TRD,3700,15,2,31,9
45145,BT 230 V,TRS,3300,1,21,136,11
45146,BT 230 V,TRS,2200,10,1,9,4
45147,BT 230 V,TRS,2200,1,10,125,4
45149,BT 230 V,TRS,3300,15,2,19,9
45150,BT 230 V,TRS,2300,3,5,10,4
45152,BT 230 V,TCB,3700,7,1,8,7
45153,BT 230 V,TRS,6000,1,10,64,21
45154,BT 230 V,TRD,7400,1,18,201,600
45155,BT 230 V,TRS,2400,18,1,6,12
45156,BT 230 V,TCB,3700,1,9,38,3
45159,BT 230 V,TRS,2300,16,1,8,1
45160,BT 230 V,TCB,3700,16,7,2,800
45163,BT 230 V,TRS,2200,12,1,26,603
45165,BT 230 V,TCB,2200,3,5,11,13
45166,BT 230 V,TRD,4600,16,6,110,8
45167,BT 230 V,TRS,4400,18,1,20,5
45169,BT 230 V,TRS,2200,1,11,73,2
45170,BT 230 V,TRS,2200,1,20,36,15
45171,BT 230 V,TRS,2200,3,4,3,11
45172,BT 230 V,TRS,3300,3,6,7,1
45173,BT 230 V,TRS,7400,1,11,83,6
45177,BT 230 V,TRS,6600,1,10,60,6
45178,BT 230 V,TRS,2200,1,10,231,9
45179,BT 230 V,TGS,6000,1,10,67,2
45181,BT 230 V,TGS,2200,15,1,1,4
45182,BT 230 V,TCB,3700,3,8,118,21
45183,BT 230 V,TCB,3700,18,9,9,9
45184,BT 230 V,TRS,2200,1,17,238,13
45185,BT 230 V,TRS,2200,1,10,57,9
45189,BT 230 V,TCBT,2200,1,17,35,10
45190,BT 230 V,TCB,2300,3,6,3,11
45192,BT 230 V,TRS,2200,15,3,13,13
45194,BT 230 V,TRS,2300,3,4,20,9
45197,BT 230 V,TCB,3700,9,4,2,3
45198,BT 230 V,TRS,2200,1,22,220,5
45199,BT 230 V,TRS,2200,3,15,307,4
45200,BT 230 V,TRS,2200,3,9,205,34
45202,BT 230 V,TCB,2200,18,1,226,16
45205,BT 230 V,TRS,2300,1,11,76,600
45206,BT 230 V,TRS,4400,1,10,58,12
45207,BT 230 V,TGS,4500,1,2,102,13
45209,BT 230 V,TRS,4600,10,1,320,10
45210,BT 230 V,TCB,2200,2,3,103,600
45211,BT 230 V,TRS,2200,3,5,8,1
45212,BT 230 V,TRS,3300,1,11,263,9
45215,BT 230 V,TRS,2200,1,18,205,4
45216,BT 230 V,TRS,3300,11,4,203,802
45217,BT 230 V,AMC,7600,10,1,34,802
45218,BT 230 V,TRS,6600,1,22,120,10
45219,BT 230 V,TRS,2200,15,2,15,4
45220,BT 230 V,TRS,3300,13,9,108,806
45221,BT 230 V,TRS,4400,1,18,221,12
45224,BT 230 V,TRS,5500,3,37,237,29
45227,BT 230 V,TRS,2200,1,17,6,4
45228,BT 230 V,TRS,3300,1,17,5,17
45229,BT 230 V,TRS,2200,1,10,211,12
45230,BT 230 V,TRS,15000,10,1,34,22
45232,BT 230 V,TGS,6600,17,1,3,8
45233,BT 230 V,TRS,10000,2,8,205,5
45236,BT 230 V,TGS,4600,10,3,321,9
45237,BT 230 V,TRS,6600,1,12,216,5
45238,BT 230 V,TRS,5500,3,10,4,9
45239,BT 230 V,TGS,5000,1,10,203,11
45242,BT 230 V,TRS,9200,10,1,45,16
45244,BT 230 V,TRS,3700,3,5,5,18
45245,BT 230 V,TRS,2200,7,4,201,34
45246,BT 230 V,TRS,2500,1,10,232,12
45247,BT 230 V,TRS,2200,3,5,11,13
45249,BT 230 V,TRS,4600,1,10,65,9
45250,BT 230 V,TRS,4600,11,12,12,12
45251,BT 230 V,TRS,3700,5,1,14,7
45253,BT 230 V,TRS,3300,5,1,308,61
45255,BT 230 V,TRS,3700,3,37,593,86
45256,BT 230 V,TRS,4400,3,5,216,311
45258,BT 230 V,TRS,2200,1,11,79,802
45260,BT 230 V,TRS,2200,1,11,79,13
45263,BT 230 V,TRS,2200,1,9,60,4
45265,BT 230 V,TRS,2200,1,10,58,7
45266,BT 230 V,TRS,2200,1,12,216,4
45269,BT 230 V,TCB,3700,3,4,5,3
45273,BT 230 V,TGS,6600,1,17,36,2
45274,BT 230 V,TRS,4600,16,6,110,802
45277,BT 230 V,TRS,4400,6,1,25,800
45278,BT 230 V,TRS,6600,14,1,10,8
45280,BT 230 V,TRS,11500,11,5,11,4
45281,BT 230 V,TRS,6600,1,10,201,7
45282,BT 230 V,TGS,6600,1,10,71,11
45284,BT 230 V,TRS,2300,18,1,121,800
45285,BT 230 V,TRS,4400,3,27,95,8
45286,BT 230 V,TRS,6600,1,10,63,1
45287,BT 230 V,TRS,4400,16,6,111,20
45290,BT 230 V,TRS,2200,1,7,206,14
45293,BT 230 V,TRS,2200,5,6,111,12
45296,BT 230 V,AMC,9000,10,1,433,20
45298,BT 230 V,TRS,5000,1,10,64,11
45299,BT 230 V,TRS,2200,3,27,96,7
45300,BT 230 V,TRS,3700,1,10,8,7
45307,BT 230 V,TGS,7400,1,17,208,10
45308,BT 230 V,TRS,2200,1,13,44,2
45309,BT 230 V,TGS,7400,1,10,12,2
45311,BT 230 V,TRS,3700,3,5,8,2
45314,BT 230 V,TCB,3700,3,3,109,5
45316,BT 230 V,TCB,2200,19,1,319,1
45319,BT 230 V,TRS,3300,3,37,232,607
45320,BT 230 V,TCB,3700,18,10,8,6
45321,BT 230 V,TRS,5500,1,20,145,2
45322,BT 230 V,TRD,9500,1,10,53,4
45323,BT 230 V,TCB,2200,16,6,22,817
45324,BT 230 V,TRS,5500,3,4,33,801
45326,BT 230 V,TRS,5500,1,10,231,601
45327,BT 230 V,TRS,5500,1,10,227,9
45329,BT 230 V,TCB,3700,1,99,50,600
45330,BT 230 V,TRS,2200,15,2,39,603
45331,BT 230 V,TRS,2300,1,24,219,18
45333,BT 230 V,TRS,2200,18,1,1,2
45334,BT 230 V,TGS,3700,9,9,105,600
45336,BT 230 V,TRS,2200,3,10,13,407
45337,BT 230 V,TRS,2200,1,18,108,3
45338,BT 230 V,TGS,7600,14,5,312,600
45340,BT 230 V,TRS,2200,18,11,1,16
45341,BT 230 V,TCB,2200,12,1,16,12
45343,BT 230 V,TGS,2200,12,3,3,1
45344,BT 230 V,TRS,2200,13,9,4,39
45347,BT 230 V,TRS,2200,16,6,210,15
45348,BT 230 V,TRS,2200,10,1,333,50
45351,BT 230 V,TRS,3700,1,10,58,5
45352,BT 230 V,TRS,4400,3,37,135,803
45353,BT 230 V,TCB,3700,1,17,17,8
45354,BT 230 V,TRS,2200,3,37,225,57
45355,BT 230 V,TRS,2200,1,9,60,4
45356,BT 230 V,TRS,3300,14,1,21,800
45357,BT 230 V,TRS,7400,1,10,116,4
45359,BT 230 V,TRS,3700,15,8,202,23
45360,BT 230 V,TRS,2200,14,4,211,603
45362,BT 230 V,TGS,10000,12,1,23,1
45363,BT 230 V,TRS,2300,18,1,16,1
45364,BT 230 V,TCBD,2200,10,1,73,29
45365,BT 230 V,TRS,2600,1,18,206,13
45366,BT 230 V,TRS,2200,15,1,20,13
45367,BT 230 V,TCB,2200,14,4,214,16
45368,BT 230 V,TRS,2200,12,4,103,47
45369,BT 230 V,TRS,2200,1,10,40,12
45372,BT 230 V,TRS,2200,9,10,8,4
45373,BT 230 V,TRS,2300,5,1,309,701
45374,BT 230 V,TRS,2300,10,1,44,14
45375,BT 230 V,TRS,3300,18,1,126,802
45377,BT 230 V,TRS,6600,9,7,103,1
45379,BT 230 V,TCB,3700,1,12,106,2
45382,BT 230 V,TRS,5700,14,6,107,600
45384,BT 230 V,TRD,4400,3,17,258,6
45385,BT 230 V,TRS,2200,3,17,445,136
45388,BT 230 V,TRS,2200,18,10,8,2
45389,BT 230 V,TRS,2200,18,10,12,15
45391,BT 230 V,TRS,3300,1,17,125,12
45392,BT 230 V,TRS,3700,15,6,1,601
45393,BT 230 V,TRD,4600,5,6,115,2
45394,BT 230 V,TGS,6600,1,12,136,3
45395,BT 230 V,TRS,2700,1,17,37,4
45396,BT 230 V,TRS,2200,7,1,11,17
45397,BT 230 V,TCB,2200,3,11,2,13
45398,BT 230 V,TRS,5500,10,1,34,16
45401,BT 230 V,TRS,6600,19,1,10,3
45402,BT 230 V,TRS,6600,1,14,208,3
45403,BT 230 V,TRS,3300,2,1,328,816
45404,BT 230 V,TRS,2200,1,17,204,8
45405,BT 230 V,TRS,3000,1,11,95,800
45407,BT 230 V,TGS,2200,18,10,5,17
45408,BT 230 V,TRS,4600,18,1,327,700
45410,BT 230 V,TCB,3700,1,24,218,814
